PeriodoLetivo;Login_Quantidade;Numero_Dias_Acessados_Modulo_Somado;Turno_TempoUsoTotal_Somado;Evadido;Forum_Quantidade_Post_Somado;Forum_Quantidade_Visualizacoes_Somado;Forum_TempoUso_Somado;Chat_Quantidade_Mensagens_Somado;Chat_TempoUso_Somado;Turno_PercentualUsoMadrugada_Somado;Turno_PercentualUsoManha_Somado;Turno_PercentualUsoTarde_Somado;Turno_PercentualUsoNoite_Somado;Turno_TempoUsoMadrugada_Somado;Turno_TempoUsoManha_Somado;Turno_TempoUsoTarde_Somado;Turno_TempoUsoNoite_Somado;Assignment_Post_Quantidade_Somado;Assignment_View_Quantidade_Somado;Assignment_View_TempoUso_Somado;Resource_View_Quantidade_Somado;Resource_View_Tempo_Somado;Questionario_Quantidade_Somado;Questionario_TempoUso_Somado;Log_Post_Quantidade_Somado;Log_View_Quantidade_Somado
20130102;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20130102;7;19;35733;Sucesso;3;31;0;35;5562;0;0.008395601;0.077435424;0.914168975;0;300;2767;32666;0;17;0;118;16695;0;43;44;281
20130102;0;5;8174;ReprEvadiu;0;9;0;0;0;0;0;0.036701737;0.963298263;0;0;300;7874;0;5;0;30;3462;0;0;0;106
20130102;14;14;25171;Sucesso;1;6;374;0;0;0.094434071;0.068769616;0.015335108;0.821461205;2377;1731;386;20677;0;8;0;96;13162;0;0;5;190
20130102;2;23;19723;Sucesso;0;6;0;0;32;0;0.104142372;0.220199767;0.675657861;0;2054;4343;13326;0;14;0;38;10062;0;0;4;131
20130102;4;22;40688;ReprEvadiu;4;33;20;70;10648;0;0.200525954;0.328303185;0.471170861;0;8159;13358;19171;0;4;0;72;9397;0;0;74;261
20130102;1;4;4020;ReprEvadiu;0;0;0;0;0;0.326616915;0.335323383;0.152985075;0.185074627;1313;1348;615;744;0;1;0;14;2590;0;0;0;22
20130102;1;14;34729;ReprEvadiu;0;20;0;4;1458;0;0.277001929;0.329580466;0.393417605;0;9620;11446;13663;0;5;0;68;14212;0;22;6;224
20130102;14;23;35420;ReprEvadiu;1;20;114;74;11750;0;0.035319029;0.269508752;0.695172219;0;1251;9546;24623;0;12;0;96;12555;0;0;87;267
20130102;8;19;44738;ReprEvadiu;2;32;39;9;3840;0.072131074;0.153381912;0.456435245;0.318051768;3227;6862;20420;14229;0;16;0;145;25172;0;0;13;380
20130102;20;25;56713;Sucesso;7;93;694;7;4636;0;0.072011708;0.653888879;0.274099413;0;4084;37084;15545;0;19;0;149;24365;0;0;22;556
20130102;7;29;58879;ReprEvadiu;5;71;20;115;12295;0.016032881;0.085701184;0.307732808;0.590533127;944;5046;18119;34770;0;14;0;137;17055;0;0;131;458
20130102;3;15;11307;ReprEvadiu;1;13;0;3;727;0;0.284425577;0;0.715574423;0;3216;0;8091;0;0;0;31;6232;0;0;4;96
20130102;0;1;856;ReprEvadiu;1;3;0;0;3;0;0;0;1;0;0;0;856;0;0;0;1;171;0;0;1;18
20130102;1;10;5311;ReprEvadiu;0;2;0;0;0;0;0.543588778;0.122764075;0.333647147;0;2887;652;1772;0;12;0;18;1926;0;0;2;49
20130102;0;5;20464;ReprEvadiu;0;9;0;0;6;0;0;0;1;0;0;0;20464;0;1;0;42;6206;0;0;0;159
20130102;16;15;25481;Sucesso;1;15;2005;2;1536;0;0;0.167497351;0.832502649;0;0;4268;21213;0;11;0;40;5617;0;0;6;191
20130102;0;17;23147;ReprEvadiu;3;32;0;0;53;0.025921286;0.175487104;0.498163909;0.300427701;600;4062;11531;6954;0;12;0;42;9022;0;0;4;200
20130102;0;3;2459;ReprEvadiu;0;3;0;0;0;0;0.122000813;0;0.877999187;0;300;0;2159;0;2;0;9;1521;0;0;0;30
20130201;6;7;6953;ReprEvadiu;0;0;0;0;0;0.060837049;0.370056091;0.523227384;0.045879476;423;2573;3638;319;0;6;0;25;3746;0;0;0;68
20130201;7;22;16368;Sucesso;2;28;0;0;0;0;0.198985826;0.392717498;0.408296676;0;3257;6428;6683;0;18;0;16;2159;0;0;10;164
20130201;2;12;8836;ReprEvadiu;1;10;0;0;0;0.033952014;0;0.28010412;0.685943866;300;0;2475;6061;0;11;0;15;2388;0;0;5;70
20130201;1;8;4715;ReprEvadiu;1;6;0;0;0;0;0;0.460657476;0.539342524;0;0;2172;2543;0;2;0;19;1267;0;0;1;47
20130201;12;24;32526;Sucesso;2;35;710;48;5388;0;0.100350489;0.298007748;0.601641764;0;3264;9693;19569;0;20;0;55;8105;0;0;52;257
20130201;1;3;624;ReprEvadiu;0;1;0;0;0;0;0;0;1;0;0;0;624;0;0;0;0;0;0;0;0;4
20130201;0;14;24685;ReprEvadiu;1;6;0;0;230;0.012315171;0.087381001;0.088677334;0.811626494;304;2157;2189;20035;0;9;0;43;8922;0;0;5;151
20130201;1;5;7870;ReprEvadiu;0;4;0;0;0;0;0.076238882;0.234180432;0.689580686;0;600;1843;5427;0;5;0;14;2928;0;0;4;49
20130201;3;27;35641;Sucesso;1;19;0;4;1358;0;0.525293903;0.251087231;0.223618866;0;18722;8949;7970;0;29;0;49;12266;0;0;9;229
20130201;44;37;51852;Sucesso;4;45;4;24;4416;0.013866389;0.138895317;0.293431304;0.553806989;719;7202;15215;28716;0;16;0;66;10888;0;0;30;372
20130201;5;19;23892;Sucesso;6;21;310;9;1907;0.018081366;0.054202243;0.070567554;0.857148836;432;1295;1686;20479;0;17;0;42;6828;0;154;23;189
20130201;8;19;21449;Sucesso;2;6;313;0;68;0;0.063312975;0.159960837;0.776726188;0;1358;3431;16660;0;9;0;44;4558;0;24;6;127
20130201;9;17;22502;ReprEvadiu;4;22;94;0;1285;0;0.131854946;0.656830504;0.21131455;0;2967;14780;4755;0;22;0;49;9305;0;0;10;183
20130201;3;17;23211;Sucesso;1;21;75;16;7623;0.012924906;0.012924906;0.107147473;0.867002714;300;300;2487;20124;0;12;0;18;3342;0;0;21;173
20130201;10;23;32831;Sucesso;0;14;0;0;363;0.125734824;0;0.056471018;0.817794158;4128;0;1854;26849;0;5;0;73;15768;0;0;4;183
20130201;25;39;73116;Sucesso;3;67;22;68;9631;0.042329996;0.10551726;0.282906614;0.569246129;3095;7715;20685;41621;0;15;0;32;7192;0;0;75;397
20130201;1;10;5597;ReprEvadiu;0;0;0;0;0;0;0.271574058;0.6748258;0.053600143;0;1520;3777;300;0;1;0;26;2622;0;0;0;46
20130201;5;30;45487;Sucesso;4;39;399;16;4561;0.007738475;0.143799327;0.068283246;0.780178952;352;6541;3106;35488;0;27;0;134;19949;0;0;28;350
20130201;0;3;680;ReprEvadiu;0;0;0;0;347;0;0.441176471;0;0.558823529;0;300;0;380;0;0;0;0;0;0;0;0;7
20130201;13;35;60986;Sucesso;10;61;129;0;873;0.155150362;0;0.248516053;0.596333585;9462;0;15156;36368;0;13;0;181;26266;0;0;15;561
20130201;0;10;33673;ReprEvadiu;1;46;0;0;1389;0;0;0.839752918;0.160247082;0;0;28277;5396;0;13;0;23;4758;0;0;3;230
20130201;9;14;17883;Sucesso;0;11;605;0;326;0;0;0.608510876;0.391489124;0;0;10882;7001;0;10;0;60;11019;0;0;4;147
20130201;1;25;35148;ReprEvadiu;0;47;93;15;2807;0;0.044782064;0.407761466;0.54745647;0;1574;14332;19242;0;14;0;96;7548;0;0;17;400
20130201;1;12;15711;Sucesso;1;13;0;1;321;0;0.070714786;0.1456941;0.783591115;0;1111;2289;12311;0;15;0;46;6724;0;0;6;126
20130201;9;41;61418;Sucesso;2;58;0;14;4144;0;0.016216744;0.304536129;0.679247126;0;996;18704;41718;0;13;0;98;15736;0;0;22;446
20130201;14;40;59701;Sucesso;5;85;712;0;305;0;0.106229376;0.524178824;0.369591799;0;6342;31294;22065;0;12;0;87;9484;0;0;17;446
20130201;18;15;23788;ReprEvadiu;4;36;431;5;1752;0;0.224861275;0.266857239;0.508281486;0;5349;6348;12091;0;8;0;36;4070;0;0;14;262
20130201;24;36;39635;Sucesso;1;31;1330;0;2015;0;0.086413523;0.210748076;0.7028384;0;3425;8353;27857;0;10;0;37;7857;0;0;5;261
20130201;2;12;21269;ReprEvadiu;0;11;0;2;753;0;0.01871268;0.413653674;0.567633645;0;398;8798;12073;0;12;0;39;9875;0;0;4;182
20130201;2;15;16423;ReprEvadiu;0;13;0;0;3420;0;0.638251233;0.26901297;0.092735797;0;10482;4418;1523;0;10;0;18;5382;0;0;0;114
20130201;5;27;34009;Sucesso;8;35;0;0;330;0.054279749;0.27969067;0.124761093;0.541268488;1846;9512;4243;18408;0;11;0;66;12973;0;0;12;237
20130201;7;18;40360;ReprEvadiu;2;23;542;0;345;0;0.472621407;0.246506442;0.280872151;0;19075;9949;11336;0;21;0;162;26756;0;0;16;282
20130201;9;24;33374;Sucesso;5;25;241;0;718;0;0.108377779;0.531341763;0.360280458;0;3617;17733;12024;0;26;0;61;9283;0;0;15;213
20130201;25;24;33801;Sucesso;4;51;2562;0;387;0.032484246;0.263631254;0.37507766;0.32880684;1098;8911;12678;11114;0;21;0;48;8737;0;0;11;258
20130201;2;7;6490;ReprEvadiu;0;1;247;9;2866;0;0.081972265;0.129738059;0.788289676;0;532;842;5116;0;4;0;7;1409;0;0;11;40
20130201;1;11;12782;ReprEvadiu;1;7;0;0;206;0;0.183148177;0.235174464;0.581677359;0;2341;3006;7435;0;5;0;25;4937;0;0;1;97
20130201;5;19;15169;ReprEvadiu;0;7;0;0;14;0;0.130661217;0.370162832;0.499175951;0;1982;5615;7572;0;28;0;40;4529;0;0;4;145
20130201;5;21;25030;ReprEvadiu;1;4;0;21;1685;0;0.139472633;0.542788654;0.317738714;0;3491;13586;7953;0;12;0;60;12406;0;0;26;147
20130201;10;21;42385;ReprEvadiu;4;48;268;22;4434;0;0.015949039;0.259148284;0.724902678;0;676;10984;30725;0;11;0;130;17624;0;0;34;351
20130201;2;4;4147;Sucesso;0;0;0;0;0;0.213166144;0;0.072341452;0.714492404;884;0;300;2963;0;8;0;8;1963;0;0;2;31
20130201;4;18;15330;ReprEvadiu;2;11;0;0;300;0;0.405740378;0.366666667;0.227592955;0;6220;5621;3489;0;5;0;42;9400;0;0;4;94
20130201;0;10;5035;ReprEvadiu;0;5;0;0;262;0;0.553525323;0.446474677;0;0;2787;2248;0;0;0;0;7;2184;0;0;0;29
20130201;14;15;12604;ReprEvadiu;3;16;258;0;177;0;0.026975563;0.833386227;0.13963821;0;340;10504;1760;0;5;0;32;7521;0;0;7;119
20130201;7;11;7544;ReprEvadiu;1;10;0;0;0;0;0.076086957;0.358563097;0.565349947;0;574;2705;4265;0;10;0;51;2412;0;0;5;118
20130201;0;8;15532;ReprEvadiu;1;26;0;11;2489;0;0.208086531;0.079770796;0.712142673;0;3232;1239;11061;0;13;0;38;5405;0;0;14;228
20130201;0;12;13011;ReprEvadiu;1;3;0;7;1844;0;0.023057413;0.18422873;0.792713858;0;300;2397;10314;0;1;0;23;4103;0;0;7;82
20130201;6;23;22232;Sucesso;0;45;0;0;722;0;0.226430371;0.233087442;0.540482188;0;5034;5182;12016;0;16;0;54;8590;0;300;4;211
20130201;11;13;14363;ReprEvadiu;0;6;0;0;99;0.062661004;0.202325419;0.435424354;0.299589222;900;2906;6254;4303;0;14;0;48;8081;0;0;6;111
20130201;1;6;13253;Sucesso;0;8;0;11;3447;0;0.046253678;0.380442164;0.573304158;0;613;5042;7598;0;8;0;53;6159;0;0;15;115
20130201;10;30;27439;ReprEvadiu;1;17;323;2;3252;0;0.248660665;0.17795838;0.573380954;0;6823;4883;15733;0;0;0;71;9559;0;0;3;175
20130201;6;24;21149;ReprEvadiu;0;4;0;0;13;0;0.1915457;0.314246536;0.494207764;0;4051;6646;10452;0;16;0;60;10987;0;0;8;136
20130201;10;21;12483;ReprEvadiu;0;5;60;0;175;0.216854923;0.291115918;0.034607066;0.457422094;2707;3634;432;5710;0;7;0;10;2943;0;0;4;97
20130201;2;14;15951;ReprEvadiu;1;7;0;3;588;0;0.020249514;0;0.979750486;0;323;0;15628;0;3;0;21;5166;0;0;6;68
20130201;2;5;6358;ReprEvadiu;0;7;0;0;45;0;0;0.095784838;0.904215162;0;0;609;5749;0;2;0;35;3919;0;0;0;82
20130201;0;12;8405;ReprEvadiu;0;10;0;0;0;0;0;0.148839976;0.851160024;0;0;1251;7154;0;4;0;33;4243;0;0;0;88
20130201;4;19;28150;Sucesso;0;9;360;0;2433;0.242557726;0.114706927;0.201634103;0.441101243;6828;3229;5676;12417;0;6;0;74;16042;0;0;6;162
20130201;5;10;5479;ReprEvadiu;0;4;46;0;132;0;0;0.415404271;0.584595729;0;0;2276;3203;0;1;0;16;3828;0;0;0;35
20130201;3;8;15377;ReprEvadiu;0;1;0;0;0;0;0;0.615984913;0.384015087;0;0;9472;5905;0;7;0;47;11016;0;0;4;99
20130201;2;9;4587;ReprEvadiu;0;0;0;0;0;0;0.415740135;0.199040767;0.385219097;0;1907;913;1767;0;8;0;6;1458;0;0;2;35
20130201;0;7;23054;ReprEvadiu;0;9;0;0;22;0;0;0;1;0;0;0;23054;0;12;0;81;18900;0;0;4;157
20130201;1;7;11680;ReprEvadiu;0;8;0;0;7;0;0.030136986;0.372174658;0.597688356;0;352;4347;6981;0;5;0;23;5944;0;0;2;61
20130201;2;11;15568;ReprEvadiu;0;3;0;11;1277;0.068024152;0.151978417;0.280832477;0.499164954;1059;2366;4372;7771;0;5;0;134;10577;0;0;19;200
20130201;2;25;38247;ReprEvadiu;0;12;0;23;5746;0;0.091928779;0.153371506;0.754699715;0;3516;5866;28865;0;18;0;64;14744;0;0;27;220
20130201;5;13;23871;Sucesso;1;18;17;0;0;0;0.327426585;0.222529429;0.450043986;0;7816;5312;10743;0;8;0;68;13814;0;0;7;147
20130201;0;5;2489;ReprEvadiu;0;4;0;0;0;0;0.218159904;0.781840096;0;0;543;1946;0;0;0;0;22;2162;0;0;0;33
20130201;9;18;33213;Sucesso;4;34;1034;19;7116;0;0;0.203444434;0.796555566;0;0;6757;26456;0;5;0;66;15543;0;0;27;207
20130201;7;15;12908;ReprEvadiu;0;3;8;6;1724;0;0;0.156879455;0.843120545;0;0;2025;10883;0;9;0;40;4047;0;0;12;124
20130201;2;15;15993;ReprEvadiu;0;9;0;2;981;0;0.586944288;0.266804227;0.146251485;0;9387;4267;2339;0;12;0;42;8744;0;0;6;97
20130201;9;23;40378;ReprEvadiu;2;8;202;23;2790;0.019540344;0.207291099;0.136485215;0.636683342;789;8370;5511;25708;0;17;0;112;24080;0;0;31;230
20130201;0;6;2476;ReprEvadiu;0;2;0;0;47;0;0.118336026;0.143780291;0.737883683;0;293;356;1827;0;2;0;13;1256;0;0;0;33
20130201;6;10;11363;Sucesso;0;2;0;0;0;0.186306433;0;0.389861832;0.423831735;2117;0;4430;4816;0;13;0;29;6406;0;0;8;88
20130201;1;9;8015;ReprEvadiu;0;2;0;0;1005;0;0.38128509;0.178665003;0.440049906;0;3056;1432;3527;0;10;0;33;3232;0;0;6;67
20130202;1;9;13619;ReprEvadiu;1;2;0;0;238;0.022028049;0;0.33240326;0.645568691;300;0;4527;8792;0;6;0;24;5302;0;0;5;71
20130202;0;5;5069;ReprEvadiu;1;3;0;1;129;0.064707043;0.115012823;0.676464786;0.143815348;328;583;3429;729;0;5;0;12;1319;0;0;2;43
20130202;15;16;26040;ReprEvadiu;5;30;1202;3;2941;0;0.011520737;0.474577573;0.51390169;0;300;12358;13382;0;19;0;78;8976;0;0;8;306
20130202;10;25;15624;ReprEvadiu;1;14;78;0;21;0;0.402841782;0.533474142;0.063684076;0;6294;8335;995;0;25;0;32;5364;0;0;3;143
20130202;0;7;9878;ReprEvadiu;0;6;0;0;824;0;0;0.296011338;0.703988662;0;0;2924;6954;0;2;0;19;6037;0;0;0;79
20130202;4;14;9627;ReprEvadiu;1;3;0;2;934;0;0.061285967;0.61846889;0.320245144;0;590;5954;3083;0;11;0;20;2482;0;0;7;95
20130202;3;11;16852;ReprEvadiu;0;1;0;0;76;0.096190363;0.024032756;0.441015903;0.438760978;1621;405;7432;7394;0;15;0;35;9054;0;0;4;108
20130202;14;27;43291;ReprEvadiu;1;13;86;1;710;0.087362269;0.023261186;0.135201312;0.754175233;3782;1007;5853;32649;0;50;0;81;14385;0;0;4;313
20130202;10;20;30383;Sucesso;1;10;35;94;10976;0.040614817;0;0.055030774;0.904354409;1234;0;1672;27477;0;23;0;43;7928;0;0;99;174
20130202;0;11;7741;ReprEvadiu;1;9;0;0;33;0;0.3462085;0;0.6537915;0;2680;0;5061;0;15;0;26;2696;0;0;3;81
20130202;1;10;4422;ReprEvadiu;0;0;0;0;0;0;0.388511986;0.396200814;0.2152872;0;1718;1752;952;0;1;0;16;1465;0;0;0;33
20130202;8;12;14480;Sucesso;4;18;81;0;365;0;0.151035912;0.183632597;0.665331492;0;2187;2659;9634;0;19;0;49;4605;0;0;8;153
20130202;19;16;19960;ReprEvadiu;1;11;225;5;2261;0;0;0.038627255;0.961372745;0;0;771;19189;0;11;0;52;4474;0;0;8;190
20130202;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20130202;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20130202;10;15;25008;ReprEvadiu;0;8;85;2;3848;0.015235125;0.111164427;0.011996161;0.861604287;381;2780;300;21547;0;30;0;41;8320;0;0;10;209
20130202;8;16;26864;ReprEvadiu;0;10;35;8;1476;0;0;0.287559559;0.712440441;0;0;7725;19139;0;16;0;99;13882;0;0;12;233
20130202;4;8;9739;ReprEvadiu;1;12;25;0;397;0;0.618441318;0.319950714;0.061607968;0;6023;3116;600;0;2;0;16;3789;0;0;1;61
20130202;3;26;61307;Sucesso;1;28;0;45;6791;0.0505815;0.106333698;0.24979203;0.593292772;3101;6519;15314;36373;0;26;0;180;29704;0;0;52;407
20130202;2;16;25720;Sucesso;0;8;0;0;600;0;0.49222395;0.282659409;0.225116641;0;12660;7270;5790;0;14;0;63;11549;0;0;4;194
20130202;10;15;25609;Sucesso;0;7;0;23;6233;0;0;0.153617869;0.846382131;0;0;3934;21675;0;18;0;44;6926;0;0;27;129
20130202;8;16;13917;ReprEvadiu;0;1;0;0;0;0.053387943;0.122009054;0.465330172;0.359272832;743;1698;6476;5000;0;18;0;7;990;0;0;4;79
20130202;12;25;55001;Sucesso;1;10;0;49;5833;0.056689878;0.091325612;0.437064781;0.414919729;3118;5023;24039;22821;0;23;0;117;22916;0;0;54;319
20130202;7;27;22839;Sucesso;1;18;0;0;401;0;0.202548273;0.632339419;0.165112308;0;4626;14442;3771;0;22;0;40;6159;0;0;15;238
20130202;8;20;44774;Sucesso;1;24;1596;1;1457;0;0.179791843;0.399249564;0.420958592;0;8050;17876;18848;0;10;0;76;14745;0;0;6;233
20130202;0;5;2680;ReprEvadiu;0;5;0;0;44;0;0.258208955;0.121268657;0.620522388;0;692;325;1663;0;4;0;6;672;0;0;0;25
20130202;5;13;9828;ReprEvadiu;1;6;0;1;311;0;0.147435897;0.121794872;0.730769231;0;1449;1197;7182;0;11;0;16;2855;0;0;6;69
20130202;3;14;25569;ReprEvadiu;6;36;308;31;3593;0.060150964;0;0.079627674;0.860221362;1538;0;2036;21995;0;24;0;70;9833;0;0;41;264
20130202;10;23;24758;ReprEvadiu;0;11;24;0;10;0;0.139752807;0.525567493;0.334679699;0;3460;13012;8286;0;20;0;54;11250;0;0;6;183
20130202;39;35;71113;Sucesso;2;48;510;17;8074;0;0.234106282;0.392150521;0.373743197;0;16648;27887;26578;0;41;0;155;18253;0;0;25;553
20130202;12;23;39708;Sucesso;0;14;30;21;3117;0.032562708;0.040873376;0.355646217;0.570917699;1293;1623;14122;22670;0;17;0;77;18401;0;0;25;214
20130202;0;10;14727;ReprEvadiu;0;3;0;9;3723;0;0.023901677;0.144496503;0.83160182;0;352;2128;12247;0;10;0;27;3523;0;0;11;95
20130202;12;29;35182;ReprEvadiu;1;16;842;21;5309;0.048831789;0.066880791;0.341225627;0.543061793;1718;2353;12005;19106;0;20;0;97;9289;0;0;25;249
20130202;11;22;43612;Sucesso;2;58;126;15;3418;0;0.096487205;0.072686417;0.830826378;0;4208;3170;36234;0;12;0;93;13245;0;0;21;582
20130202;1;13;16097;ReprEvadiu;0;17;0;7;1322;0;0;0.254767969;0.745232031;0;0;4101;11996;0;13;0;84;7144;0;0;9;176
20130202;3;17;17184;ReprEvadiu;0;6;0;0;0;0.037767691;0.127211359;0.08630121;0.748719739;649;2186;1483;12866;0;19;0;53;10010;0;0;4;130
20130202;13;19;15763;Sucesso;2;15;110;0;166;0;0.164562583;0.068070799;0.767366618;0;2594;1073;12096;0;19;0;60;4629;0;0;7;194
20130202;5;25;27510;ReprEvadiu;8;28;311;0;14;0;0.500981461;0.085568884;0.413449655;0;13782;2354;11374;0;38;0;53;11458;0;0;12;300
20130202;0;2;1009;ReprEvadiu;0;0;0;0;0;0;0.297324083;0;0.702675917;0;300;0;709;0;0;0;2;318;0;0;0;6
20130202;2;8;8425;ReprEvadiu;1;5;12;1;742;0;0.124154303;0.130089021;0.745756677;0;1046;1096;6283;0;8;0;27;4729;0;0;6;76
20130202;0;1;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20130202;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20130202;10;19;20749;ReprEvadiu;3;13;300;0;8;0;0.601281989;0.305508699;0.093209311;0;12476;6339;1934;0;17;0;50;8980;0;0;11;132
20130202;0;2;300;ReprEvadiu;0;0;0;0;0;0;0;1;0;0;0;300;0;0;1;0;0;0;0;0;0;2
20130202;11;22;31476;Sucesso;0;7;123;50;5793;0;0.346645063;0.151226331;0.502128606;0;10911;4760;15805;0;7;0;111;14438;0;0;54;241
20130202;8;25;21697;Sucesso;1;7;409;0;22;0.071161912;0.114531963;0.27496889;0.539337236;1544;2485;5966;11702;0;7;0;39;11342;0;0;5;126
20130202;4;16;11690;Sucesso;0;4;0;0;24;0.146963216;0;0.090675791;0.762360992;1718;0;1060;8912;0;14;0;48;4348;0;0;4;140
20130202;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20130202;0;4;4018;ReprEvadiu;0;2;0;0;299;0;0;0.074664012;0.925335988;0;0;300;3718;0;1;0;20;2523;0;0;0;38
20130202;4;14;16623;ReprEvadiu;0;5;0;0;97;0;0.119833965;0.330566083;0.549599952;0;1992;5495;9136;0;9;0;50;8520;0;0;4;122
20130202;5;12;13961;Sucesso;0;5;14;2;942;0;0.132655254;0.171692572;0.695652174;0;1852;2397;9712;0;11;0;40;3614;0;0;6;99
20130202;3;17;8654;Sucesso;0;3;0;0;0;0.230875896;0.129304368;0.168361451;0.471458285;1998;1119;1457;4080;0;13;0;6;1119;0;0;4;61
20130202;5;25;43943;Sucesso;3;29;0;15;3640;0;0.244566825;0.568440935;0.18699224;0;10747;24979;8217;0;11;0;112;19779;0;0;22;291
20130202;0;2;300;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;300;0;0;0;0;0;0;0;0;2
20130202;5;11;14750;Sucesso;0;5;58;0;80;0.025762712;0.157016949;0.441491525;0.375728814;380;2316;6512;5542;0;12;0;79;8708;0;0;4;135
20130202;4;18;19847;Sucesso;4;32;318;2;1633;0;0.217564367;0.314505971;0.467929662;0;4318;6242;9287;0;24;0;42;6999;0;0;10;189
20130202;0;2;981;ReprEvadiu;1;3;0;0;0;0;0;0.305810398;0.694189602;0;0;300;681;0;0;0;6;353;0;0;1;16
20130202;0;2;747;ReprEvadiu;0;0;0;0;0;0;0;0.443105756;0.556894244;0;0;331;416;0;0;0;3;615;0;0;0;5
20130202;0;3;2615;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;2615;0;0;0;9;1848;0;0;0;14
20130202;0;17;13715;ReprEvadiu;1;9;0;1;536;0;0;0.502880058;0.497119942;0;0;6897;6818;0;10;0;31;5358;0;0;4;112
20130202;10;16;18371;ReprEvadiu;2;9;697;0;0;0.036579391;0.16052474;0.124435251;0.678460617;672;2949;2286;12464;0;8;0;49;10722;0;0;4;111
20130202;6;11;10585;ReprEvadiu;1;4;30;5;960;0.031365139;0.104865376;0.347000472;0.516769013;332;1110;3673;5470;0;1;0;17;4867;0;0;6;54
20130202;1;12;17842;Sucesso;3;21;0;0;0;0.081605201;0.094384038;0.135859209;0.688151553;1456;1684;2424;12278;0;42;0;22;5182;0;0;7;141
20130202;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20130202;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20130202;5;22;22961;Sucesso;0;5;0;4;1213;0;0.080789164;0.340621053;0.578589783;0;1855;7821;13285;0;11;0;54;9670;0;0;8;134
20130202;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20130202;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20130202;5;8;9380;ReprEvadiu;0;0;0;0;0;0.245948827;0.175906183;0.228144989;0.35;2307;1650;2140;3283;0;7;0;21;4258;0;0;0;59
20130202;4;25;40811;ReprEvadiu;0;12;0;22;2544;0;0.030432972;0.234373086;0.735193943;0;1242;9565;30004;0;33;0;78;12329;0;0;32;329
20130202;2;12;19984;Sucesso;1;13;0;0;0;0.058797038;0.017113691;0.154373499;0.769715773;1175;342;3085;15382;0;16;0;35;6991;0;0;5;155
20130202;22;23;60384;Sucesso;10;53;1025;61;5011;0.07299947;0.116620297;0.416385135;0.393995098;4408;7042;25143;23791;0;9;0;107;25746;0;0;75;344
20140101;8;19;28196;ReprEvadiu;0;6;144;3;1612;0.010639807;0.101716556;0.085118457;0.802525181;300;2868;2400;22628;0;10;749;16;5736;0;0;3;134
20140101;23;23;48996;Sucesso;0;20;310;8;940;0.041595232;0.038635807;0.130153482;0.789615479;2038;1893;6377;38688;0;11;2780;98;16580;0;0;8;414
20140101;15;26;32594;ReprEvadiu;0;13;0;2;1645;0.046296864;0.129809167;0.280879917;0.543014052;1509;4231;9155;17699;0;10;559;117;11075;0;0;2;296
20140101;36;32;91618;ReprEvadiu;10;215;114;0;5;0;0.231897662;0.142788535;0.625313803;0;21246;13082;57290;0;50;1196;136;12854;0;0;11;1316
20140101;7;6;5088;ReprEvadiu;0;2;26;0;0;0;0.569772013;0.176886792;0.253341195;0;2899;900;1289;0;1;28;17;1728;0;0;0;50
20140101;5;15;9022;ReprEvadiu;4;7;0;0;395;0;0.060740412;0.387275549;0.551984039;0;548;3494;4980;0;3;330;27;3550;0;0;4;80
20140101;6;21;30844;ReprEvadiu;2;22;387;37;3229;0;0.140967449;0.426565945;0.432466606;0;4348;13157;13339;0;9;1245;36;6430;0;0;40;199
20140101;6;20;22087;ReprEvadiu;1;8;0;3;866;0.055190836;0.030244035;0.150450491;0.764114638;1219;668;3323;16877;0;7;365;26;4780;0;0;4;160
20140101;0;8;8455;ReprEvadiu;1;7;0;0;4;0;0.040212892;0.383205204;0.576581904;0;340;3240;4875;0;8;647;7;1081;0;0;1;65
20140101;7;19;16335;ReprEvadiu;0;3;6;0;0;0;0.278726661;0.681114172;0.040159167;0;4553;11126;656;0;8;669;54;7224;0;0;0;141
20140101;10;24;40573;Sucesso;6;34;20;0;710;0;0.053089493;0.230350233;0.716560274;0;2154;9346;29073;0;5;480;83;12944;0;0;6;314
