PeriodoLetivo;Login_Quantidade;Numero_Dias_Acessados_Modulo_Somado;Turno_TempoUsoTotal_Somado;Evadido;Forum_Quantidade_Post_Somado;Forum_Quantidade_Visualizacoes_Somado;Forum_TempoUso_Somado;Chat_Quantidade_Mensagens_Somado;Chat_TempoUso_Somado;Turno_PercentualUsoMadrugada_Somado;Turno_PercentualUsoManha_Somado;Turno_PercentualUsoTarde_Somado;Turno_PercentualUsoNoite_Somado;Turno_TempoUsoMadrugada_Somado;Turno_TempoUsoManha_Somado;Turno_TempoUsoTarde_Somado;Turno_TempoUsoNoite_Somado;Assignment_Post_Quantidade_Somado;Assignment_View_Quantidade_Somado;Assignment_View_TempoUso_Somado;Resource_View_Quantidade_Somado;Resource_View_Tempo_Somado;Questionario_Quantidade_Somado;Questionario_TempoUso_Somado;Log_Post_Quantidade_Somado;Log_View_Quantidade_Somado
20120101;29;12;32514;Sucesso;5;52;7536;1;654;0;0.062096328;0.250999569;0.686904103;0;2019;8161;22334;0;0;0;23;3854;1;1789;15;178
20120101;11;4;20861;Sucesso;6;23;1711;25;3132;0;0.014380902;0.092660946;0.892958152;0;300;1933;18628;0;0;0;16;6117;1;1299;42;114
20120101;11;11;28665;ReprEvadiu;4;44;3321;17;3819;0.015628816;0.06753881;0.150706436;0.766125938;448;1936;4320;21961;0;0;0;31;6400;1;1979;43;164
20120101;1;5;9948;ReprEvadiu;3;15;1172;0;0;0;0.617310012;0.243968637;0.138721351;0;6141;2427;1380;0;0;0;9;1857;0;0;4;88
20120101;5;6;14988;Sucesso;3;12;608;0;398;0;0.020016013;0.060648519;0.919335468;0;300;909;13779;0;0;0;23;8697;1;245;7;74
20120101;9;9;16799;Sucesso;1;16;319;0;1465;0.027680219;0.094053217;0.38115364;0.497112923;465;1580;6403;8351;0;0;0;18;5641;1;405;5;78
20120101;0;3;3929;ReprEvadiu;1;10;0;0;0;0;0;0.186052431;0.813947569;0;0;731;3198;0;0;0;13;1350;0;0;1;42
20120101;18;13;26192;Sucesso;4;43;1892;0;0;0;0.172724496;0.608735492;0.218540012;0;4524;15944;5724;0;0;0;35;8958;1;935;14;182
20120101;9;11;12321;Sucesso;4;29;2498;0;0;0.40232124;0.065416768;0.062413765;0.469848227;4957;806;769;5789;0;0;0;22;2405;1;1498;16;131
20120101;4;13;66898;Sucesso;10;191;300;0;0;0;0.110616162;0.357947921;0.531435917;0;7400;23946;35552;0;0;0;33;6996;0;18;13;865
20120101;14;13;28411;Sucesso;10;41;3460;0;0;0.068846574;0.50223505;0.013445496;0.41547288;1956;14269;382;11804;0;0;0;31;7155;1;959;14;295
20120101;29;16;41313;Sucesso;10;93;11432;0;0;0.044368601;0.291457895;0.27289231;0.391281195;1833;12041;11274;16165;0;0;0;22;4955;1;1578;20;362
20120101;34;18;26856;Sucesso;5;47;4902;0;0;0.388591004;0.019772118;0.142612452;0.449024427;10436;531;3830;12059;0;0;0;37;4692;1;1620;19;234
20120101;43;19;67985;Sucesso;7;138;11936;0;0;0.152401265;0.107347209;0.325439435;0.414812091;10361;7298;22125;28201;0;0;0;18;5585;1;5295;38;668
20120101;0;5;3293;ReprEvadiu;1;9;0;0;0;0.195566353;0;0;0.804433647;644;0;0;2649;0;0;0;5;439;0;0;1;38
20120101;5;6;6934;Sucesso;2;18;447;0;0;0;0.091145082;0.734064032;0.174790885;0;632;5090;1212;0;0;0;14;1966;0;0;2;49
20120101;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20120101;9;4;19409;Sucesso;9;45;5110;6;643;0;0;0.219743418;0.780256582;0;0;4265;15144;0;0;0;27;5121;1;988;20;148
20120101;4;8;15562;Sucesso;4;27;405;0;9;0;0.02480401;0.151008868;0.824187122;0;386;2350;12826;0;0;0;14;3878;1;810;9;94
20120101;5;9;20366;ReprEvadiu;6;30;158;4;703;0;0.279043504;0.161003634;0.559952863;0;5683;3279;11404;0;0;0;5;564;0;747;12;170
20120101;32;11;23657;Sucesso;3;40;5962;0;45;0.085598343;0.185188316;0.293570613;0.435642727;2025;4381;6945;10306;0;1;0;12;1103;1;3501;12;183
20120101;8;9;11922;Sucesso;6;20;1338;0;47;0.49941285;0;0.036906559;0.463680591;5954;0;440;5528;0;0;0;14;3094;1;557;12;78
20120101;16;7;25379;Sucesso;4;33;2742;0;79;0;0.061034714;0.276961267;0.662004019;0;1549;7029;16801;0;1;0;30;6998;1;2336;15;168
20120101;20;8;15254;Sucesso;5;26;3206;0;0;0;0;0.825095057;0.174904943;0;0;12586;2668;0;1;0;12;2754;1;1804;13;105
20120101;15;11;29636;Sucesso;4;52;1241;5;889;0;0.013564584;0.218315562;0.768119854;0;402;6470;22764;0;0;0;21;6553;1;616;17;255
20120101;29;15;25472;Sucesso;5;70;2426;0;514;0;0.279915201;0.285215138;0.434869661;0;7130;7265;11077;0;2;0;17;4239;1;2203;16;275
20120101;16;18;33612;Sucesso;8;78;3470;0;0;0.028531477;0.170861597;0.31069261;0.489914316;959;5743;10443;16467;0;2;0;28;7161;1;2521;24;264
20120101;12;14;21917;Sucesso;8;38;3795;5;960;0;0.407172514;0.054341379;0.538486107;0;8924;1191;11802;0;0;0;28;5053;1;1955;26;220
20120101;32;14;43036;Sucesso;4;91;7988;2;1167;0;0.02202807;0.284273631;0.693698299;0;948;12234;29854;0;1;0;40;10353;1;1395;15;370
20120101;14;12;21906;Sucesso;4;37;3536;0;761;0.013694878;0.143567972;0.184424359;0.658312791;300;3145;4040;14421;0;0;0;18;4005;1;1899;14;149
20120101;33;9;40079;Sucesso;22;105;2085;4;617;0.019860775;0;0.230245266;0.749893959;796;0;9228;30055;0;4;0;21;5813;1;3732;44;437
20120101;30;17;45422;Sucesso;4;71;8107;0;1142;0.04240236;0.346792303;0.136938048;0.473867289;1926;15752;6220;21524;0;1;0;35;8322;1;1343;22;294
20120101;22;13;20322;Sucesso;5;55;4627;0;16;0;0.275563429;0.18128137;0.543155201;0;5600;3684;11038;0;1;0;23;3458;1;738;11;213
20120101;11;13;26677;Sucesso;4;37;2032;6;2103;0.114593095;0;0.156127001;0.729279904;3057;0;4165;19455;0;1;0;24;7484;1;1810;16;159
20120101;15;12;28755;Sucesso;5;62;2349;0;0;0;0.092749087;0.108711528;0.798539384;0;2667;3126;22962;0;0;0;19;4091;1;1505;27;280
20120101;5;8;24672;Sucesso;5;32;1621;7;1039;0;0.106801232;0.263132296;0.630066472;0;2635;6492;15545;0;0;0;27;6380;1;1425;26;182
20120101;43;19;55702;Sucesso;6;115;8692;40;4312;0.019245269;0.026408387;0.100696564;0.853649779;1072;1471;5609;47550;0;2;0;36;5039;1;6865;93;604
20120101;9;5;11197;Sucesso;3;14;1562;0;1079;0;0.042868626;0;0.957131374;0;480;0;10717;0;0;0;18;3774;1;836;15;88
20120101;7;4;14003;Sucesso;3;19;1177;0;158;0;0;0.024280511;0.975719489;0;0;340;13663;0;0;0;58;7352;1;850;7;113
20120101;26;11;22935;Sucesso;7;55;5522;0;16;0;0.364246784;0.508654894;0.127098321;0;8354;11666;2915;0;0;0;40;4747;1;1109;18;264
20120101;8;15;34484;Sucesso;10;54;4314;7;1850;0.082386034;0.026998028;0.334038975;0.556576963;2841;931;11519;19193;0;0;0;37;7943;1;1080;33;356
20120101;13;14;26112;ReprEvadiu;6;46;4266;0;701;0.034466912;0.132238051;0.19029565;0.642999387;900;3453;4969;16790;0;0;0;26;5349;1;2117;24;176
20120101;2;3;7433;ReprEvadiu;2;10;0;0;0;0;0;0.946051392;0.053948608;0;0;7032;401;0;0;0;5;989;1;1112;8;45
20120101;23;14;31204;Sucesso;12;72;12500;0;333;0;0.439623125;0.504069991;0.056306884;0;13718;15729;1757;0;0;0;39;4079;1;1509;19;394
20120101;9;13;30818;ReprEvadiu;8;46;1070;10;3100;0;0.164092414;0.160003894;0.675903693;0;5057;4931;20830;0;0;0;29;6926;1;1213;28;235
20120101;0;2;4255;ReprEvadiu;2;7;0;0;0;0;0;0;1;0;0;0;4255;0;0;0;4;1833;0;0;2;30
20120101;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20120101;13;15;38124;Sucesso;5;68;3953;0;0;0.058519568;0.013508551;0.121445808;0.806526073;2231;515;4630;30748;0;0;0;25;6381;1;1801;13;264
20120101;26;9;22459;ReprEvadiu;2;38;4723;0;0;0;0.052540184;0.13972127;0.807738546;0;1180;3138;18141;0;0;0;37;9355;1;1736;9;157
20120101;7;7;18974;Sucesso;7;38;3511;0;0;0.071149995;0.023136924;0.035522294;0.870190787;1350;439;674;16511;0;0;0;8;4296;1;737;12;157
20120101;13;11;21953;Sucesso;7;30;3334;0;0;0.14540154;0.013665558;0.015806496;0.825126406;3192;300;347;18114;0;0;0;20;7929;1;1103;21;139
20120101;2;8;23154;ReprEvadiu;12;61;552;0;0;0.02820247;0.101235208;0.019910167;0.850652155;653;2344;461;19696;0;0;0;33;4934;0;0;14;234
20120101;16;13;21735;Sucesso;7;39;3904;0;0;0.036162871;0.20437083;0.014538762;0.744927536;786;4442;316;16191;0;0;0;43;7034;1;1229;11;194
20120101;0;3;5115;ReprEvadiu;1;24;0;0;0;0;0;0.067644184;0.932355816;0;0;346;4769;0;0;0;3;672;0;0;1;52
20120101;34;13;33623;ReprEvadiu;4;51;6691;0;0;0.091128097;0.143116319;0.185527764;0.58022782;3064;4812;6238;19509;0;0;0;42;8730;1;2683;17;246
20120101;16;16;33670;Sucesso;4;58;2308;21;3228;0.163142263;0.019037719;0.268993169;0.548826849;5493;641;9057;18479;0;1;0;23;6159;1;1058;38;273
20120101;33;18;46821;Sucesso;8;78;10310;0;10;0.248884048;0.453728028;0.06928515;0.228102774;11653;21244;3244;10680;0;0;0;73;11607;1;2451;26;335
20120101;14;18;35164;Sucesso;10;89;4511;11;2014;0.084176999;0.095125697;0.164685474;0.65601183;2960;3345;5791;23068;0;0;0;24;5412;1;1989;30;237
20120101;10;9;15235;ReprEvadiu;4;16;1741;3;1156;0;0;0.39172957;0.60827043;0;0;5968;9267;0;0;0;15;4243;1;2043;16;69
20120101;0;1;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
20120101;55;17;31046;Sucesso;7;130;6276;0;354;0.027733041;0.044256909;0.169232751;0.758777298;861;1374;5254;23557;0;0;0;23;4984;1;1743;20;347
20120101;27;14;36158;Sucesso;12;78;7318;3;2621;0;0.017561812;0.39982853;0.582609658;0;635;14457;21066;0;0;0;47;11252;1;869;28;307
20120101;6;12;22318;Sucesso;5;55;2589;2;1674;0;0;0.217671834;0.782328166;0;0;4858;17460;0;0;0;25;5355;1;1260;24;204
20120101;9;9;24007;ReprEvadiu;7;44;3730;30;2927;0;0;0.17998917;0.82001083;0;0;4321;19686;0;0;0;22;5457;1;724;45;172
20120101;14;12;29464;Sucesso;11;56;5839;0;22;0.066725496;0.275556611;0.265103177;0.392614716;1966;8119;7811;11568;0;0;0;25;9584;1;947;23;181
20120101;16;18;36738;Sucesso;7;93;5223;0;931;0.10169307;0.049703304;0.470629866;0.37797376;3736;1826;17290;13886;0;0;0;38;6278;1;1087;22;346
20120101;15;12;35348;Sucesso;22;53;8552;108;5835;0.063652823;0;0.111406586;0.824940591;2250;0;3938;29160;0;0;0;30;9806;1;583;140;197
20120101;8;9;13936;ReprEvadiu;2;21;213;5;1323;0;0.071828358;0;0.928171642;0;1001;0;12935;0;0;0;19;3499;1;955;12;97
20120101;6;8;27860;ReprEvadiu;12;36;1824;26;5596;0.206281407;0;0;0.793718593;5747;0;0;22113;0;0;0;15;3061;1;3302;71;156
20120101;14;5;19758;ReprEvadiu;2;31;3932;0;83;0.022978034;0.283631947;0.046057293;0.647332726;454;5604;910;12790;0;0;0;26;8458;1;2282;17;127
20120101;19;14;18117;Sucesso;4;22;2435;0;0;0.016559033;0.263233427;0.320914059;0.399293481;300;4769;5814;7234;0;0;0;23;2992;1;1724;9;123
20120101;12;7;16381;Sucesso;6;25;3693;4;2428;0.172639033;0;0;0.827360967;2828;0;0;13553;0;0;0;14;3871;1;1644;23;87
20120101;16;12;27425;Sucesso;9;48;4046;3;2200;0;0.035405652;0.258304467;0.706289881;0;971;7084;19370;0;0;0;23;8430;1;1370;24;190
20120101;29;15;33506;Sucesso;4;80;4105;0;870;0;0.016206053;0.01790724;0.965886707;0;543;600;32363;0;0;0;62;10602;1;2107;25;337
20120101;0;6;7302;ReprEvadiu;1;12;0;0;0;0;0.042454122;0.491783073;0.465762805;0;310;3591;3401;0;0;0;10;990;0;0;1;55
20120101;13;11;21827;Sucesso;5;30;2473;1;704;0.042378705;0;0.264947084;0.692674211;925;0;5783;15119;0;0;0;28;8042;1;1809;10;122
20120101;6;5;14330;Sucesso;4;24;1417;14;2579;0;0.03175157;0.106489881;0.861758548;0;455;1526;12349;0;0;0;22;5176;1;1705;24;90
20120101;1;3;2898;ReprEvadiu;0;0;0;0;0;0;0;0;1;0;0;0;2898;0;0;0;15;2724;0;0;0;18
20120101;11;9;27492;Sucesso;5;45;4354;6;1972;0.013567583;0;0.272115525;0.714316892;373;0;7481;19638;0;0;0;27;7516;1;801;20;200
20120101;15;9;24942;Sucesso;6;44;7294;15;3641;0.012669393;0.130502766;0.053564269;0.803263571;316;3255;1336;20035;0;0;0;19;2920;1;1696;36;160
20120101;22;11;29004;ReprEvadiu;9;53;5065;2;253;0;0.02641015;0;0.97358985;0;766;0;28238;0;0;0;17;3313;1;2404;31;257
20120101;11;16;34139;Sucesso;7;53;6460;12;1628;0.443334603;0.040335101;0.029086968;0.487243329;15135;1377;993;16634;0;0;0;33;6527;1;666;28;274
20120101;10;10;23442;ReprEvadiu;10;42;50;0;10;0;0.131516082;0.167775787;0.700708131;0;3083;3933;16426;0;1;0;20;4872;1;1692;23;154
20120101;19;15;29507;Sucesso;2;46;980;0;300;0.012200495;0.162605483;0.623343613;0.201850408;360;4798;18393;5956;0;0;0;37;9090;1;1022;11;322
20120101;4;12;14630;ReprEvadiu;2;23;651;0;40;0;0.276349966;0.4101162;0.313533835;0;4043;6000;4587;0;0;0;7;2139;1;2049;6;102
20120101;11;14;15072;Sucesso;3;17;388;0;0;0.321523355;0.057523885;0.105095541;0.515857219;4846;867;1584;7775;0;0;0;26;7799;1;824;7;103
20120101;2;8;6998;Sucesso;3;17;0;0;0;0.123320949;0.341954844;0.203629608;0.331094598;863;2393;1425;2317;0;0;0;2;1258;0;0;4;53
20120101;8;10;10655;Sucesso;1;16;446;0;0;0;0.29310183;0.075363679;0.631534491;0;3123;803;6729;0;0;0;8;3436;1;942;9;83
20120101;10;8;12973;Sucesso;1;16;937;0;0;0;0;0.027981192;0.972018808;0;0;363;12610;0;0;0;10;3779;1;952;5;79
20120101;16;11;19678;Sucesso;5;135;1165;0;0;0;0.033031812;0.033743267;0.933224921;0;650;664;18364;0;0;0;22;3987;1;984;11;458
20120101;16;12;24376;Sucesso;14;60;4350;0;315;0.014850673;0.143214637;0.132097145;0.709837545;362;3491;3220;17303;0;0;0;15;2599;1;1222;28;213
20120101;4;7;7676;ReprEvadiu;2;16;0;0;0;0.051198541;0.322954664;0.547681084;0.078165711;393;2479;4204;600;0;0;0;13;2620;0;0;2;79
20120101;1;3;3955;ReprEvadiu;0;2;0;0;0;0;0;0;1;0;0;0;3955;0;0;0;12;2817;0;0;0;22
20120101;18;9;27177;Sucesso;6;48;4686;0;0;0;0;0.314309894;0.685690106;0;0;8542;18635;0;0;0;52;10511;1;865;12;220
20120101;19;16;34679;Sucesso;8;64;6691;0;0;0.026730875;0.281726693;0.170304795;0.521237637;927;9770;5906;18076;0;0;0;25;5707;1;1831;21;310
20120101;10;8;17473;Sucesso;3;15;686;0;0;0.129170721;0;0.379671493;0.491157786;2257;0;6634;8582;0;0;0;26;7976;1;660;8;89
20120101;5;11;21000;Sucesso;5;61;578;0;0;0.252333333;0;0.232238095;0.515428571;5299;0;4877;10824;0;0;0;27;4784;1;1184;22;246
20120101;14;6;11467;Sucesso;2;24;58;0;0;0;0;0;1;0;0;0;11467;0;0;0;21;3397;1;1342;10;120
20120101;6;6;20860;Sucesso;5;28;90;0;0;0;0.20282838;0.493096836;0.304074784;0;4231;10286;6343;0;0;0;39;6815;1;1762;19;145
20120101;12;7;14161;Sucesso;3;34;1158;0;49;0;0;0.215309653;0.784690347;0;0;3049;11112;0;0;0;21;3624;1;1448;15;125
20120101;2;6;7559;ReprEvadiu;2;10;0;0;0;0;0;0.041672179;0.958327821;0;0;315;7244;0;0;0;4;1486;0;24;2;38
20120101;25;14;45981;Sucesso;8;64;18743;2;1015;0;0.006720167;0.19458037;0.798699463;0;309;8947;36725;0;0;0;43;4962;1;516;20;336
20120101;7;14;22734;Sucesso;4;27;3138;0;1185;0.169569807;0.033078209;0.135391924;0.66196006;3855;752;3078;15049;0;0;0;30;7083;1;762;9;136
20120101;18;10;18368;Sucesso;6;37;5355;0;0;0;0.101317509;0.73328615;0.165396341;0;1861;13469;3038;0;0;0;3;164;1;3640;32;129
20120101;13;8;25668;Sucesso;7;66;1741;0;0;0.014843385;0;0.151589528;0.833567087;381;0;3891;21396;0;0;0;41;8268;1;2263;22;325
20120101;0;6;12221;ReprEvadiu;16;40;0;0;0;0;0;0.128385566;0.871614434;0;0;1569;10652;0;0;0;16;3167;0;0;16;153
20120101;11;8;25492;Sucesso;3;30;1260;0;15;0.012435274;0.176565197;0.077867566;0.733131963;317;4501;1985;18689;0;1;0;16;4629;1;2898;13;145
20120101;19;11;17962;Sucesso;7;30;1395;8;3103;0;0;0.245295624;0.754704376;0;0;4406;13556;0;0;0;20;2718;1;1788;20;145
20120101;31;21;48231;Sucesso;16;130;8810;25;4125;0;0.185668968;0.230764446;0.583566586;0;8955;11130;28146;0;0;0;29;4655;1;2814;49;470
20120101;20;13;28059;Sucesso;5;39;3818;0;0;0;0.052674721;0.022310132;0.925015147;0;1478;626;25955;0;0;0;42;9783;1;1870;22;262
20120101;15;10;19129;Sucesso;5;28;2531;2;1054;0;0.048774113;0.10403053;0.847195358;0;933;1990;16206;0;1;0;21;7117;1;812;11;111
20120101;1;7;8228;ReprEvadiu;2;10;6;0;0;0;0.120199319;0.196402528;0.683398153;0;989;1616;5623;0;0;0;9;2219;0;0;2;62
20120101;0;3;6147;ReprEvadiu;3;13;0;0;214;0;0;0;1;0;0;0;6147;0;0;0;6;924;0;0;3;43
20120101;0;6;8156;ReprEvadiu;4;23;303;0;37;0;0.039234919;0.346983816;0.613781265;0;320;2830;5006;0;0;0;1;40;0;0;5;70
20120101;27;20;50671;Sucesso;18;96;13142;32;3743;0;0.262990665;0.186280121;0.550729214;0;13326;9439;27906;0;0;0;56;8708;1;3180;61;414
20120101;6;2;6530;ReprEvadiu;4;24;1364;0;300;0;0;0;1;0;0;0;6530;0;0;0;3;1364;1;666;17;109
20120101;13;7;25670;ReprEvadiu;9;30;4732;0;0;0;0.160576549;0.18885859;0.650564862;0;4122;4848;16700;0;0;0;21;7416;1;1918;21;113
20120101;14;13;13461;Sucesso;4;42;1535;0;126;0;0.204962484;0.669563925;0.12547359;0;2759;9013;1689;0;0;0;33;2167;1;1574;14;189
20120101;9;5;11114;ReprEvadiu;2;14;2550;0;0;0;0;0.47057765;0.52942235;0;0;5230;5884;0;0;0;22;5182;1;140;9;82
20120101;7;9;11290;Sucesso;2;25;1105;0;0;0;0.054295837;0.336138175;0.609565988;0;613;3795;6882;0;0;0;10;2135;1;1151;9;62
20120101;7;13;18498;Sucesso;5;22;990;0;0;0;0.01621797;0.415720618;0.568061412;0;300;7690;10508;0;0;0;29;7022;1;879;17;165
20120101;13;14;32175;Sucesso;6;54;6866;0;0;0.30977467;0.068749029;0.04049728;0.580979021;9967;2212;1303;18693;0;0;0;47;8396;1;1165;16;269
20120101;24;15;34730;Sucesso;15;93;7145;8;812;0;0.028563202;0.234696228;0.73674057;0;992;8151;25587;0;0;0;33;3937;1;1095;37;295
20120101;15;13;18495;Sucesso;5;40;4457;0;0;0.374695864;0.057312787;0.070884023;0.497107326;6930;1060;1311;9194;0;0;0;34;3937;1;2301;14;179
20120101;16;12;16760;Sucesso;4;41;1875;0;0;0;0.077923628;0.360441527;0.561634845;0;1306;6041;9413;0;0;0;15;2437;1;1214;23;150
20120101;9;13;33062;Sucesso;7;67;2190;0;0;0.020900127;0.1992015;0.498820398;0.281077975;691;6586;16492;9293;0;0;0;22;6438;1;1504;19;385
20120101;25;11;26346;Sucesso;5;50;5060;0;0;0;0.137288393;0.35694223;0.505769377;0;3617;9404;13325;0;0;0;37;9056;1;1725;17;198
20120101;7;12;18745;Sucesso;3;53;1473;0;0;0;0.243531608;0.167244599;0.589223793;0;4565;3135;11045;0;0;0;19;3998;1;3944;26;189
20120101;19;18;32014;Sucesso;6;57;6444;0;0;0.0093709;0.0575998;0.141469357;0.791559943;300;1844;4529;25341;0;0;0;43;8255;1;1363;14;280
20120101;61;14;33985;Sucesso;9;59;3497;0;0;0.01388848;0.011946447;0.287832867;0.686332205;472;406;9782;23325;0;0;0;50;7955;1;897;26;294
20120101;9;9;10505;Sucesso;3;31;211;0;0;0.253783912;0;0.02855783;0.717658258;2666;0;300;7539;0;0;0;15;2023;1;1269;12;127
20120101;9;10;15121;Sucesso;4;38;3237;0;0;0;0.414258316;0.208385689;0.377355995;0;6264;3151;5706;0;0;0;19;3379;1;726;10;139
20120101;11;12;29061;Sucesso;14;75;5850;0;0;0.425449916;0;0.041464506;0.533085579;12364;0;1205;15492;0;0;0;32;5406;1;1751;26;311
20120101;42;21;77146;Sucesso;20;309;19827;0;0;0.00952739;0.08565577;0.118178519;0.786638322;735;6608;9117;60686;0;0;0;30;6202;1;2392;35;664
20120101;19;15;34650;Sucesso;7;54;6311;3;2207;0;0.124444444;0.018354978;0.857200577;0;4312;636;29702;0;0;0;18;6645;1;4213;40;181
20120101;0;9;16451;ReprEvadiu;11;27;1234;0;662;0;0.098231111;0.877028752;0.024740137;0;1616;14428;407;0;0;0;7;3302;0;0;12;91
20120101;0;3;3936;ReprEvadiu;1;8;0;0;0;0;0.353912602;0.076219512;0.569867886;0;1393;300;2243;0;0;0;0;0;0;0;1;21
20120101;9;10;14314;Sucesso;3;15;0;0;0;0;0;0.047436077;0.952563923;0;0;679;13635;0;0;0;20;6538;1;1521;8;88
20120101;7;3;6722;ReprEvadiu;2;10;2929;0;0;0;0;0;1;0;0;0;6722;0;0;0;8;1280;1;1466;10;42
20120101;0;1;163;ReprEvadiu;0;2;0;0;0;0;0;1;0;0;0;163;0;0;0;0;0;0;0;0;0;4
20120101;8;5;9862;ReprEvadiu;3;17;2546;0;0;0;0.038633137;0.030419793;0.93094707;0;381;300;9181;0;0;0;17;2708;1;1183;9;67
20120101;28;16;39046;Sucesso;5;60;9280;0;0;0.011115095;0.038877222;0.171515648;0.778492035;434;1518;6697;30397;0;0;0;59;13135;1;1686;16;291
20120101;0;2;3590;ReprEvadiu;0;6;0;0;0;0;0.08356546;0;0.91643454;0;300;0;3290;0;0;0;5;1058;0;0;0;42
20120101;1;4;8728;ReprEvadiu;3;16;416;0;0;0;0;0;1;0;0;0;8728;0;0;0;18;3270;0;315;3;74
20120101;0;0;0;ReprEvadiu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20120101;0;5;7645;ReprEvadiu;0;1;0;0;143;0;0;0.164551995;0.835448005;0;0;1258;6387;0;0;0;24;5332;0;0;0;45
20120101;3;9;11309;Sucesso;3;7;87;11;1526;0;0.316738881;0.15200283;0.53125829;0;3582;1719;6008;0;0;0;15;3767;1;1437;22;51
20120101;8;12;13852;Sucesso;3;21;1448;0;300;0;0.053638464;0.225310424;0.721051112;0;743;3121;9988;0;0;0;18;5056;1;2929;12;81
